Scan:     10           KAZ238 2015-10-21 +00 08 17.0
          RADIO                  Ta*   
        km/s-BAR                 XX
     423.7692886781352968     -0.0040228
     424.9770128978181560      0.0030545
     426.1847371175010721      0.0007166
     427.3924613371839314      0.0005199
     428.6001855568335372     -0.0021028
     429.8079097765164533     -0.0031887
     431.0156339961993126     -0.0038764
     432.2233582158821719     -0.0050633
     433.4310824355650880      0.0025952
     434.6388066552479472      0.0036208
     435.8465308748975531      0.0012484
     437.0542550946469760      0.0033785
     438.2619793143298352     -0.0077008
     439.4697035339794979     -0.0030210
     440.6774277536623572      0.0084140
     441.8851519733452164      0.0003106
     443.0928761930281325     -0.0039387
     444.3006004127109918      0.0047773
     445.5083246323605408      0.0038865
     446.7160488520434569     -0.0018769
     447.9237730717263162      0.0068637
     449.1314972914091754      0.0044920
     450.3392215110920915     -0.0126087
     451.5469457307749508     -0.0049807
     452.7546699504245566      0.0025890
     453.9623941701074159      0.0081042
